5002, #1, 0, 0, 0, 0, -0, 0, 05002, #2, 0, 0, 0, 0, 0, 0, 05002, #3, 3.00079, 2.45607, 0.452325, 303.628, 246.517, 45.2325, 05002, #4, -3.02004, 2.43231, 0.452325, -303.623, 246.517, 45.2325, 05002, #5, -3.00074, -2.45742, 0.452325, -303.623, -246.653, 45.2325, 0
5012, #1, 0, 0, 0, 0, 0, 0, 05012, #2, 0, 0, 0, 0, 0, 0, 05012, #3, 3.00294, 2.45785, 0.452648, 0.216951, 0.176144, 0.0323199, 05012, #4, -3.02222, 2.43405, 0.452648, -0.216948, 0.176144, 0.0323199, 05012, #5, -3.00289, -2.4592, 0.452648, -0.216948, -0.176241, 0.0323199, 0
5022, #1, 0, 0, 0, 0, 0, 0, 05022, #2, 0, 0, 0, 0, 0, 0, 05022, #3, 2.95398, 2.41745, 0.445306, -4.92845, -4.00144, -0.734209, 05022, #4, -2.97263, 2.39443, 0.445306, 4.92838, -4.00144, -0.734209, 05022, #5, -2.95393, -2.41878, 0.445306, 4.92838, 4.00364, -0.734209, 0
5032, #1, 0, 0, 0, 0, 0, 0, 05032, #2, 0, 0, 0, 0, 0, 0, 05032, #3, 2.99879, 2.45443, 0.452026, 4.5108, 3.66235, 0.67199, 05032, #4, -3.01802, 2.4307, 0.452026, -4.51073, 3.66235, 0.67199, 05032, #5, -2.99874, -2.45577, 0.452026, -4.51073, -3.66436, 0.67199, 0
5042, #1, 0, 0, 0, 0, 0, 0, 05042, #2, 0, 0, 0, 0, 0, 0, 05042, #3, 3.07334, 2.51595, 0.463204, 7.50338, 6.09204, 1.11781, 05042, #4, -3.09354, 2.49101, 0.463204, -7.50327, 6.09204, 1.11781, 05042, #5, -3.07329, -2.51732, 0.463204, -7.50327, -6.09539, 1.11781, 0
5052, #1, 0, 0, 0, 0, 0, 0, 05052, #2, 0, 0, 0, 0, 0, 0, 05052, #3, 3.0466, 2.49388, 0.459194, -2.69187, -2.18555, -0.401018, 05052, #4, -3.06644, 2.46938, 0.459194, 2.69183, -2.18555, -0.401018, 05052, #5, -3.04655, -2.49524, 0.459194, 2.69183, 2.18675, -0.401018, 0
5062, #1, 0, 0, 0, 0, 0, 0, 05062, #2, 0, 0, 0, 0, 0, 0, 05062, #3, 3.0714, 2.51435, 0.462914, 2.49708, 2.02739, 0.371998, 05062, #4, -3.09158, 2.48945, 0.462914, -2.49704, 2.02739, 0.371998, 05062, #5, -3.07135, -2.51573, 0.462914, -2.49704, -2.02851, 0.371998, 0
5072, #1, 0, 0, 0, 0, 0, 0, 05072, #2, 0, 0, 0, 0, 0, 0, 05072, #3, 3.04671, 2.49397, 0.459211, -2.48585, -2.01828, -0.370327, 05072, #4, -3.06656, 2.46947, 0.459211, 2.48582, -2.01828, -0.370327, 05072, #5, -3.04666, -2.49533, 0.459211, 2.48582, 2.01939, -0.370327, 0
5082, #1, 0, 0, 0, 0, 0, 0, 05082, #2, 0, 0, 0, 0, 0, 0, 05082, #3, 3.00735, 2.46149, 0.45331, -3.96125, -3.21616, -0.590121, 05082, #4, -3.02669, 2.43762, 0.45331, 3.96119, -3.21616, -0.590121, 05082, #5, -3.0073, -2.46284, 0.45331, 3.96119, 3.21793, -0.590121, 0
5092, #1, 0, 0, 0, 0, 0, 0, 05092, #2, 0, 0, 0, 0, 0, 0, 05092, #3, 3.03866, 2.48733, 0.458004, 3.15146, 2.55869, 0.469484, 05092, #4, -3.05841, 2.46296, 0.458004, -3.15141, 2.55869, 0.469484, 05092, #5, -3.03861, -2.48869, 0.458004, -3.15141, -2.56009, 0.469484, 0
5102, #1, 0, 0, 0, 0, 0, 0, 05102, #2, 0, 0, 0, 0, 0, 0, 05102, #3, 3.02703, 2.47773, 0.45626, -1.17097, -0.950721, -0.174444, 05102, #4, -3.04662, 2.45354, 0.45626, 1.17096, -0.950721, -0.174444, 05102, #5, -3.02698, -2.47908, 0.45626, 1.17096, 0.951245, -0.174444, 0
5112, #1, 0, 0, 0, 0, 0, 0, 05112, #2, 0, 0, 0, 0, 0, 0, 05112, #3, 3.00373, 2.45851, 0.452767, -2.34473, -1.9037, -0.349303, 05112, #4, -3.02302, 2.43469, 0.452767, 2.3447, -1.9037, -0.349303, 05112, #5, -3.00368, -2.45985, 0.452767, 2.3447, 1.90475, -0.349303, 0
5122, #1, 0, 0, 0, 0, 0, 0, 05122, #2, 0, 0, 0, 0, 0, 0, 05122, #3, 3.04809, 2.49511, 0.459418, 4.46453, 3.62477, 0.665096, 05122, #4, -3.06796, 2.47058, 0.459418, -4.46446, 3.62477, 0.665096, 05122, #5, -3.04804, -2.49647, 0.459418, -4.46446, -3.62677, 0.665096, 0
